edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 4), (1, 5), (0, 0), (2, 2), (3, 3), (3, 4), (1, 1), (1, 2), (4, 4), (0, 0), (4, 4), (0, 1), (3, 2), (4, 2), (2, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'is_female', 'living_in', 'is_female', 'no_brothers', 'no_sons', 'living_in_same_place', 'is_underage', 'living_in_same_place', 'no_sons', 'is_underage', 'is_underage', 'niece_of', 'living_in_same_place', 'living_in_same_place', 'paternal_uncle_of']","(2, 3)",['living_in_same_place'],1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 4), (1, 5), (0, 0), (2, 2), (3, 3), (3, 4), (1, 1), (1, 2), (4, 4), (0, 0), (4, 4), (0, 1), (3, 2), (4, 2), (2, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'is_female', 'living_in', 'is_female', 'no_brothers', 'no_sons', 'living_in_same_place', 'is_underage', 'living_in_same_place', 'no_sons', 'is_underage', 'is_underage', 'niece_of', 'living_in_same_place', 'living_in_same_place', 'paternal_uncle_of']","(4, 1)",['living_in_same_place'],1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 4), (1, 5), (0, 0), (2, 2), (3, 3), (3, 4), (1, 1), (1, 2), (4, 4), (0, 0), (4, 4), (0, 1), (3, 2), (4, 2), (2, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'is_female', 'living_in', 'is_female', 'no_brothers', 'no_sons', 'living_in_same_place', 'is_underage', 'living_in_same_place', 'no_sons', 'is_underage', 'is_underage', 'niece_of', 'living_in_same_place', 'living_in_same_place', 'paternal_uncle_of']","(3, 5)",['living_in'],1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 4), (1, 5), (0, 0), (2, 2), (3, 3), (3, 4), (1, 1), (1, 2), (4, 4), (0, 0), (4, 4), (0, 1), (3, 2), (4, 2), (2, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'is_female', 'living_in', 'is_female', 'no_brothers', 'no_sons', 'living_in_same_place', 'is_underage', 'living_in_same_place', 'no_sons', 'is_underage', 'is_underage', 'niece_of', 'living_in_same_place', 'living_in_same_place', 'paternal_uncle_of']","(2, 4)",['living_in_same_place'],1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 4), (1, 5), (0, 0), (2, 2), (3, 3), (3, 4), (1, 1), (1, 2), (4, 4), (0, 0), (4, 4), (0, 1), (3, 2), (4, 2), (2, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'is_female', 'living_in', 'is_female', 'no_brothers', 'no_sons', 'living_in_same_place', 'is_underage', 'living_in_same_place', 'no_sons', 'is_underage', 'is_underage', 'niece_of', 'living_in_same_place', 'living_in_same_place', 'paternal_uncle_of']","(1, 3)",['living_in_same_place'],1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 4), (1, 5), (0, 0), (2, 2), (3, 3), (3, 4), (1, 1), (1, 2), (4, 4), (0, 0), (4, 4), (0, 1), (3, 2), (4, 2), (2, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'is_female', 'living_in', 'is_female', 'no_brothers', 'no_sons', 'living_in_same_place', 'is_underage', 'living_in_same_place', 'no_sons', 'is_underage', 'is_underage', 'niece_of', 'living_in_same_place', 'living_in_same_place', 'paternal_uncle_of']","(4, 3)",['living_in_same_place'],1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 2), (0, 5), (3, 5), (0, 0), (2, 5), (1, 1), (1, 5), (1, 4), (4, 5), (3, 3), (1, 1), (5, 2), (0, 0), (0, 2), (3, 3), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'aunt_or_uncle_of', 'living_in', 'living_in', 'is_male', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in', 'no_brothers', 'no_sisters', 'paternal_grandparent_of', 'is_underage', 'maternal_uncle_of', 'is_male', 'is_underage']","(0, 2)","['aunt_or_uncle_of', 'maternal_uncle_of', 'uncle_of']",2
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 2), (0, 5), (3, 5), (0, 0), (2, 5), (1, 1), (1, 5), (1, 4), (4, 5), (3, 3), (1, 1), (5, 2), (0, 0), (0, 2), (3, 3), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'aunt_or_uncle_of', 'living_in', 'living_in', 'is_male', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in', 'no_brothers', 'no_sisters', 'paternal_grandparent_of', 'is_underage', 'maternal_uncle_of', 'is_male', 'is_underage']","(4, 1)",['living_in_same_place'],2
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 2), (0, 5), (3, 5), (0, 0), (2, 5), (1, 1), (1, 5), (1, 4), (4, 5), (3, 3), (1, 1), (5, 2), (0, 0), (0, 2), (3, 3), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'aunt_or_uncle_of', 'living_in', 'living_in', 'is_male', 'living_in', 'is_underage', 'living_in', 'living_in_same_place', 'living_in', 'no_brothers', 'no_sisters', 'paternal_grandparent_of', 'is_underage', 'maternal_uncle_of', 'is_male', 'is_underage']","(2, 0)",['nibling_of'],2
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(3, 0)","['living_in_same_place', 'brother_in_law_of', 'sibling_in_law_of']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(1, 3)",['parent_in_law_of'],3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(2, 0)","['living_in_same_place', 'school_mates_with']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(3, 2)",['living_in_same_place'],3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(0, 4)","['aunt_of', 'aunt_or_uncle_of']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(4, 0)","['nibling_of', 'niece_of']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(3, 1)","['son_in_law_of', 'child_in_law_of']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(2, 5)",['living_in'],3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(2, 3)",['living_in_same_place'],3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(0, 2)","['school_mates_with', 'living_in_same_place']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(0, 3)","['sister_in_law_of', 'living_in_same_place', 'sibling_in_law_of']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 5), (4, 0), (4, 5), (3, 0), (4, 4), (1, 5), (3, 1), (1, 1), (0, 0), (1, 1), (4, 4), (3, 5), (0, 0), (2, 2), (0, 0), (0, 3), (0, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'nibling_of', 'living_in', 'living_in_same_place', 'is_female', 'living_in', 'son_in_law_of', 'is_underage', 'is_underage', 'no_sons', 'is_underage', 'living_in', 'is_female', 'is_underage', 'no_daughters', 'sister_in_law_of', 'school_mates_with', 'no_daughters']","(3, 3)",['is_male'],3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(6, 1)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(4, 2)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(6, 2)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(5, 3)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(0, 2)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(5, 0)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(6, 7)",['living_in'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(1, 3)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 6), (3, 3), (0, 7), (4, 4), (0, 0), (4, 4), (1, 1), (1, 7), (6, 6), (2, 2), (6, 6), (0, 0), (5, 5), (1, 2), (5, 7), (0, 4), (5, 5), (3, 3), (4, 3), (0, 5), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in', 'living_in_same_place', 'no_sisters', 'living_in', 'is_underage', 'is_underage', 'no_sisters', 'is_male', 'living_in', 'is_underage', 'is_underage', 'no_sons', 'no_sons', 'no_brothers', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_underage', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place']","(3, 4)",['living_in_same_place'],4
